"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Asian","A","35-44 years","35-44",20,1680517,1.2
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Asian","A","45-54 years","45-54",34,1404570,2.4
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Asian","A","55-64 years","55-64",66,1098008,6.0
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Asian","A","65-74 years","65-74",104,797839,13.0
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Asian","A","75-84 years","75-84",176,392100,44.9
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Asian","A","85+ years","85+",140,131730,106.3
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","25-34 years","25-34",34,3528216,1.0
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","35-44 years","35-44",79,3004099,2.6
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","45-54 years","45-54",146,2547736,5.7
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","55-64 years","55-64",397,2437159,16.3
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","65-74 years","65-74",668,1639704,40.7
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","75-84 years","75-84",524,640372,81.8
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","85+ years","85+",258,161992,159.3
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",10,54215,Unreliable
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",16,27438,Unreliable
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","White","2106-3","25-34 years","25-34",137,16719619,0.8
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","White","2106-3","35-44 years","35-44",379,16784128,2.3
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","White","2106-3","45-54 years","45-54",754,15565729,4.8
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","White","2106-3","55-64 years","55-64",1880,16425655,11.4
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","White","2106-3","65-74 years","65-74",3491,13538439,25.8
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","White","2106-3","75-84 years","75-84",4118,6974938,59.0
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","White","2106-3","85+ years","85+",2567,1945723,131.9
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","More than one race","M","55-64 years","55-64",13,272292,Unreliable
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","More than one race","M","65-74 years","65-74",25,183162,13.6
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","More than one race","M","75-84 years","75-84",18,80176,Unreliable
,"Other bacterial diseases","A30-A49","2025 (provisional and partial)","2025","Male","M","More than one race","M","85+ years","85+",11,24061,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",10,269357,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,247039,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",22,223156,9.9
,"Renal failure","N17-N19","2018","2018","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",16,130699,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",13,56718,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","Asian","A","45-54 years","45-54",14,1409596,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","Asian","A","55-64 years","55-64",19,1159181,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","Asian","A","65-74 years","65-74",47,809806,5.8
,"Renal failure","N17-N19","2018","2018","Female","F","Asian","A","75-84 years","75-84",76,384226,19.8
,"Renal failure","N17-N19","2018","2018","Female","F","Asian","A","85+ years","85+",105,173717,60.4
,"Renal failure","N17-N19","2018","2018","Female","F","Black or African American","2054-5","25-34 years","25-34",19,3461983,Unreliable
,"Renal failure","N17-N19","2018","2018","Female","F","Black or African American","2054-5","35-44 years","35-44",39,2975168,1.3
,"Renal failure","N17-N19","2018","2018","Female","F","Black or African American","2054-5","45-54 years","45-54",122,2911416,4.2
,"Renal failure","N17-N19","2018","2018","Female","F","Black or African American","2054-5","55-64 years","55-64",247,2764586,8.9
,"Renal failure","N17-N19","2018","2018","Female","F","Black or African American","2054-5","65-74 years","65-74",316,1750028,18.1
,"Renal failure","N17-N19","2018","2018","Female","F","Black or African American","2054-5","75-84 years","75-84",296,832635,35.5
,"Renal failure","N17-N19","2018","2018","Female","F","Black or African American","2054-5","85+ years","85+",232,360311,64.4
,"Renal failure","N17-N19","2018","2018","Female","F","White","2106-3","25-34 years","25-34",59,16303678,0.4
,"Renal failure","N17-N19","2018","2018","Female","F","White","2106-3","35-44 years","35-44",154,15290585,1.0
,"Renal failure","N17-N19","2018","2018","Female","F","White","2106-3","45-54 years","45-54",403,16132825,2.5
,"Renal failure","N17-N19","2018","2018","Female","F","White","2106-3","55-64 years","55-64",1001,17411309,5.7
,"Renal failure","N17-N19","2018","2018","Female","F","White","2106-3","65-74 years","65-74",1651,13372115,12.3
,"Renal failure","N17-N19","2018","2018","Female","F","White","2106-3","75-84 years","75-84",1906,7303829,26.1
,"Renal failure","N17-N19","2018","2018","Female","F","White","2106-3","85+ years","85+",2108,3629712,58.1
,"Renal failure","N17-N19","2018","2018","Female","F","More than one race","M","55-64 years","55-64",11,276837,Unreliable
,"Renal failure","N17-N19","2018","2018","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,250904,Unreliable
,"Renal failure","N17-N19","2018","2018","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",16,209040,Unreliable
,"Renal failure","N17-N19","2018","2018","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",20,116022,17.2
,"Renal failure","N17-N19","2018","2018","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",15,44730,Unreliable
,"Renal failure","N17-N19","2018","2018","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",11,12593,Unreliable
,"Renal failure","N17-N19","2018","2018","Male","M","Asian","A","45-54 years","45-54",22,1229409,1.8
,"Renal failure","N17-N19","2018","2018","Male","M","Asian","A","55-64 years","55-64",25,962852,2.6
,"Renal failure","N17-N19","2018","2018","Male","M","Asian","A","65-74 years","65-74",79,635837,12.4
,"Renal failure","N17-N19","2018","2018","Male","M","Asian","A","75-84 years","75-84",94,298261,31.5
,"Renal failure","N17-N19","2018","2018","Male","M","Asian","A","85+ years","85+",77,101879,75.6
,"Renal failure","N17-N19","2018","2018","Male","M","Black or African American","2054-5","25-34 years","25-34",21,3412158,0.6
,"Renal failure","N17-N19","2018","2018","Male","M","Black or African American","2054-5","35-44 years","35-44",47,2684542,1.8
,"Renal failure","N17-N19","2018","2018","Male","M","Black or African American","2054-5","45-54 years","45-54",104,2566124,4.1
,"Renal failure","N17-N19","2018","2018","Male","M","Black or African American","2054-5","55-64 years","55-64",277,2335386,11.9
,"Renal failure","N17-N19","2018","2018","Male","M","Black or African American","2054-5","65-74 years","65-74",306,1318921,23.2
,"Renal failure","N17-N19","2018","2018","Male","M","Black or African American","2054-5","75-84 years","75-84",268,524872,51.1
,"Renal failure","N17-N19","2018","2018","Male","M","Black or African American","2054-5","85+ years","85+",140,156764,89.3
,"Renal failure","N17-N19","2018","2018","Male","M","White","2106-3","25-34 years","25-34",71,17139924,0.4
,"Renal failure","N17-N19","2018","2018","Male","M","White","2106-3","35-44 years","35-44",209,15690205,1.3
,"Renal failure","N17-N19","2018","2018","Male","M","White","2106-3","45-54 years","45-54",529,16139044,3.3
,"Renal failure","N17-N19","2018","2018","Male","M","White","2106-3","55-64 years","55-64",1294,16607004,7.8
,"Renal failure","N17-N19","2018","2018","Male","M","White","2106-3","65-74 years","65-74",2029,12015961,16.9
,"Renal failure","N17-N19","2018","2018","Male","M","White","2106-3","75-84 years","75-84",2180,5803807,37.6
,"Renal failure","N17-N19","2018","2018","Male","M","White","2106-3","85+ years","85+",1702,2035102,83.6
,"Renal failure","N17-N19","2018","2018","Male","M","More than one race","M","65-74 years","65-74",10,138549,Unreliable
,"Renal failure","N17-N19","2019","2019","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,245490,Unreliable
,"Renal failure","N17-N19","2019","2019","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",18,227860,Unreliable
,"Renal failure","N17-N19","2019","2019","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",22,138030,15.9
,"Renal failure","N17-N19","2019","2019","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",16,60279,Unreliable
,"Renal failure","N17-N19","2019","2019","Female","F","Asian","A","45-54 years","45-54",11,1429034,Unreliable
,"Renal failure","N17-N19","2019","2019","Female","F","Asian","A","55-64 years","55-64",20,1180969,1.7
,"Renal failure","N17-N19","2019","2019","Female","F","Asian","A","65-74 years","65-74",47,850400,5.5
,"Renal failure","N17-N19","2019","2019","Female","F","Asian","A","75-84 years","75-84",78,405278,19.2
,"Renal failure","N17-N19","2019","2019","Female","F","Asian","A","85+ years","85+",95,184150,51.6
,"Renal failure","N17-N19","2019","2019","Female","F","Black or African American","2054-5","25-34 years","25-34",14,3515464,Unreliable
,"Renal failure","N17-N19","2019","2019","Female","F","Black or African American","2054-5","35-44 years","35-44",42,3006446,1.4
,"Renal failure","N17-N19","2019","2019","Female","F","Black or African American","2054-5","45-54 years","45-54",111,2876648,3.9
,"Renal failure","N17-N19","2019","2019","Female","F","Black or African American","2054-5","55-64 years","55-64",249,2800859,8.9
,"Renal failure","N17-N19","2019","2019","Female","F","Black or African American","2054-5","65-74 years","65-74",284,1835359,15.5
,"Renal failure","N17-N19","2019","2019","Female","F","Black or African American","2054-5","75-84 years","75-84",277,867300,31.9
,"Renal failure","N17-N19","2019","2019","Female","F","Black or African American","2054-5","85+ years","85+",236,367289,64.3
,"Renal failure","N17-N19","2019","2019","Female","F","White","2106-3","25-34 years","25-34",62,16321230,0.4
,"Renal failure","N17-N19","2019","2019","Female","F","White","2106-3","35-44 years","35-44",162,15394774,1.1
,"Renal failure","N17-N19","2019","2019","Female","F","White","2106-3","45-54 years","45-54",387,15756904,2.5
,"Renal failure","N17-N19","2019","2019","Female","F","White","2106-3","55-64 years","55-64",980,17414888,5.6
,"Renal failure","N17-N19","2019","2019","Female","F","White","2106-3","65-74 years","65-74",1636,13765649,11.9
,"Renal failure","N17-N19","2019","2019","Female","F","White","2106-3","75-84 years","75-84",1904,7551472,25.2
,"Renal failure","N17-N19","2019","2019","Female","F","White","2106-3","85+ years","85+",1826,3619254,50.5
,"Renal failure","N17-N19","2019","2019","Female","F","More than one race","M","65-74 years","65-74",14,170534,Unreliable
,"Renal failure","N17-N19","2019","2019","Female","F","More than one race","M","75-84 years","75-84",12,77167,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",10,290505,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",15,250285,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",21,214611,9.8
,"Renal failure","N17-N19","2019","2019","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",13,122177,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",13,47808,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",13,13205,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","Asian","A","45-54 years","45-54",23,1249824,1.8
,"Renal failure","N17-N19","2019","2019","Male","M","Asian","A","55-64 years","55-64",32,985079,3.2
,"Renal failure","N17-N19","2019","2019","Male","M","Asian","A","65-74 years","65-74",76,665448,11.4
,"Renal failure","N17-N19","2019","2019","Male","M","Asian","A","75-84 years","75-84",92,314268,29.3
,"Renal failure","N17-N19","2019","2019","Male","M","Asian","A","85+ years","85+",76,109926,69.1
,"Renal failure","N17-N19","2019","2019","Male","M","Black or African American","2054-5","25-34 years","25-34",21,3492900,0.6
,"Renal failure","N17-N19","2019","2019","Male","M","Black or African American","2054-5","35-44 years","35-44",42,2723729,1.5
,"Renal failure","N17-N19","2019","2019","Male","M","Black or African American","2054-5","45-54 years","45-54",102,2529998,4.0
,"Renal failure","N17-N19","2019","2019","Male","M","Black or African American","2054-5","55-64 years","55-64",280,2369016,11.8
,"Renal failure","N17-N19","2019","2019","Male","M","Black or African American","2054-5","65-74 years","65-74",312,1380913,22.6
,"Renal failure","N17-N19","2019","2019","Male","M","Black or African American","2054-5","75-84 years","75-84",299,549833,54.4
,"Renal failure","N17-N19","2019","2019","Male","M","Black or African American","2054-5","85+ years","85+",147,161831,90.8
,"Renal failure","N17-N19","2019","2019","Male","M","White","2106-3","25-34 years","25-34",79,17169835,0.5
,"Renal failure","N17-N19","2019","2019","Male","M","White","2106-3","35-44 years","35-44",205,15809201,1.3
,"Renal failure","N17-N19","2019","2019","Male","M","White","2106-3","45-54 years","45-54",510,15781686,3.2
,"Renal failure","N17-N19","2019","2019","Male","M","White","2106-3","55-64 years","55-64",1261,16638173,7.6
,"Renal failure","N17-N19","2019","2019","Male","M","White","2106-3","65-74 years","65-74",1886,12362274,15.3
,"Renal failure","N17-N19","2019","2019","Male","M","White","2106-3","75-84 years","75-84",2109,6018458,35.0
,"Renal failure","N17-N19","2019","2019","Male","M","White","2106-3","85+ years","85+",1543,2070601,74.5
,"Renal failure","N17-N19","2019","2019","Male","M","More than one race","M","55-64 years","55-64",16,254100,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","More than one race","M","65-74 years","65-74",11,146848,Unreliable
,"Renal failure","N17-N19","2019","2019","Male","M","More than one race","M","75-84 years","75-84",13,59384,Unreliable
,"Renal failure","N17-N19","2020","2020","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",14,276495,Unreliable
,"Renal failure","N17-N19","2020","2020","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",20,244956,8.2
,"Renal failure","N17-N19","2020","2020","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",38,231588,16.4
,"Renal failure","N17-N19","2020","2020","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",32,146082,21.9
,"Renal failure","N17-N19","2020","2020","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",19,63709,Unreliable
,"Renal failure","N17-N19","2020","2020","Female","F","Asian","A","45-54 years","45-54",14,1457277,Unreliable
,"Renal failure","N17-N19","2020","2020","Female","F","Asian","A","55-64 years","55-64",38,1192784,3.2
,"Renal failure","N17-N19","2020","2020","Female","F","Asian","A","65-74 years","65-74",84,890821,9.4
,"Renal failure","N17-N19","2020","2020","Female","F","Asian","A","75-84 years","75-84",92,427872,21.5
,"Renal failure","N17-N19","2020","2020","Female","F","Asian","A","85+ years","85+",102,194827,52.4
,"Renal failure","N17-N19","2020","2020","Female","F","Black or African American","2054-5","25-34 years","25-34",22,3546510,0.6
,"Renal failure","N17-N19","2020","2020","Female","F","Black or African American","2054-5","35-44 years","35-44",66,3046227,2.2
,"Renal failure","N17-N19","2020","2020","Female","F","Black or African American","2054-5","45-54 years","45-54",145,2850662,5.1
,"Renal failure","N17-N19","2020","2020","Female","F","Black or African American","2054-5","55-64 years","55-64",356,2824910,12.6
,"Renal failure","N17-N19","2020","2020","Female","F","Black or African American","2054-5","65-74 years","65-74",445,1923090,23.1
,"Renal failure","N17-N19","2020","2020","Female","F","Black or African American","2054-5","75-84 years","75-84",401,896629,44.7
,"Renal failure","N17-N19","2020","2020","Female","F","Black or African American","2054-5","85+ years","85+",305,376151,81.1
,"Renal failure","N17-N19","2020","2020","Female","F","White","2106-3","25-34 years","25-34",77,16321512,0.5
,"Renal failure","N17-N19","2020","2020","Female","F","White","2106-3","35-44 years","35-44",193,15533913,1.2
,"Renal failure","N17-N19","2020","2020","Female","F","White","2106-3","45-54 years","45-54",479,15486493,3.1
,"Renal failure","N17-N19","2020","2020","Female","F","White","2106-3","55-64 years","55-64",1282,17332858,7.4
,"Renal failure","N17-N19","2020","2020","Female","F","White","2106-3","65-74 years","65-74",2162,14199413,15.2
,"Renal failure","N17-N19","2020","2020","Female","F","White","2106-3","75-84 years","75-84",2289,7747481,29.5
,"Renal failure","N17-N19","2020","2020","Female","F","White","2106-3","85+ years","85+",2038,3611728,56.4
,"Renal failure","N17-N19","2020","2020","Female","F","More than one race","M","55-64 years","55-64",18,290903,Unreliable
,"Renal failure","N17-N19","2020","2020","Female","F","More than one race","M","65-74 years","65-74",16,181073,Unreliable
,"Renal failure","N17-N19","2020","2020","Female","F","More than one race","M","75-84 years","75-84",18,81601,Unreliable
,"Renal failure","N17-N19","2020","2020","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",19,294777,Unreliable
,"Renal failure","N17-N19","2020","2020","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",25,250264,10.0
,"Renal failure","N17-N19","2020","2020","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",33,218305,15.1
,"Renal failure","N17-N19","2020","2020","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",45,128942,34.9
,"Renal failure","N17-N19","2020","2020","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",20,50759,39.4
,"Renal failure","N17-N19","2020","2020","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",12,14245,Unreliable
,"Renal failure","N17-N19","2020","2020","Male","M","Asian","A","35-44 years","35-44",13,1499394,Unreliable
,"Renal failure","N17-N19","2020","2020","Male","M","Asian","A","45-54 years","45-54",27,1274229,2.1
,"Renal failure","N17-N19","2020","2020","Male","M","Asian","A","55-64 years","55-64",75,1002002,7.5
,"Renal failure","N17-N19","2020","2020","Male","M","Asian","A","65-74 years","65-74",144,695521,20.7
,"Renal failure","N17-N19","2020","2020","Male","M","Asian","A","75-84 years","75-84",125,331575,37.7
,"Renal failure","N17-N19","2020","2020","Male","M","Asian","A","85+ years","85+",101,118062,85.5
,"Renal failure","N17-N19","2020","2020","Male","M","Black or African American","2054-5","25-34 years","25-34",36,3548328,1.0
,"Renal failure","N17-N19","2020","2020","Male","M","Black or African American","2054-5","35-44 years","35-44",71,2773914,2.6
,"Renal failure","N17-N19","2020","2020","Male","M","Black or African American","2054-5","45-54 years","45-54",203,2502927,8.1
,"Renal failure","N17-N19","2020","2020","Male","M","Black or African American","2054-5","55-64 years","55-64",421,2391246,17.6
,"Renal failure","N17-N19","2020","2020","Male","M","Black or African American","2054-5","65-74 years","65-74",615,1446770,42.5
,"Renal failure","N17-N19","2020","2020","Male","M","Black or African American","2054-5","75-84 years","75-84",408,569933,71.6
,"Renal failure","N17-N19","2020","2020","Male","M","Black or African American","2054-5","85+ years","85+",213,167252,127.4
,"Renal failure","N17-N19","2020","2020","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",13,39729,Unreliable
,"Renal failure","N17-N19","2020","2020","Male","M","White","2106-3","25-34 years","25-34",105,17168451,0.6
,"Renal failure","N17-N19","2020","2020","Male","M","White","2106-3","35-44 years","35-44",282,15964132,1.8
,"Renal failure","N17-N19","2020","2020","Male","M","White","2106-3","45-54 years","45-54",727,15530076,4.7
,"Renal failure","N17-N19","2020","2020","Male","M","White","2106-3","55-64 years","55-64",1896,16579452,11.4
,"Renal failure","N17-N19","2020","2020","Male","M","White","2106-3","65-74 years","65-74",2850,12733573,22.4
,"Renal failure","N17-N19","2020","2020","Male","M","White","2106-3","75-84 years","75-84",2796,6198581,45.1
,"Renal failure","N17-N19","2020","2020","Male","M","White","2106-3","85+ years","85+",1756,2092795,83.9
,"Renal failure","N17-N19","2020","2020","Male","M","More than one race","M","65-74 years","65-74",17,155586,Unreliable
,"Renal failure","N17-N19","2021","2021","Female","F","American Indian or Alaska Native","1002-5","25-34 years","25-34",10,320188,Unreliable
,"Renal failure","N17-N19","2021","2021","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",18,282463,Unreliable
,"Renal failure","N17-N19","2021","2021","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",33,246317,13.4
,"Renal failure","N17-N19","2021","2021","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",48,233600,20.5
,"Renal failure","N17-N19","2021","2021","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",48,153520,31.3
,"Renal failure","N17-N19","2021","2021","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",25,65081,38.4
,"Renal failure","N17-N19","2021","2021","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",14,23031,Unreliable
,"Renal failure","N17-N19","2021","2021","Female","F","Asian","A","45-54 years","45-54",24,1495701,1.6
,"Renal failure","N17-N19","2021","2021","Female","F","Asian","A","55-64 years","55-64",67,1212373,5.5
,"Renal failure","N17-N19","2021","2021","Female","F","Asian","A","65-74 years","65-74",111,925664,12.0
,"Renal failure","N17-N19","2021","2021","Female","F","Asian","A","75-84 years","75-84",138,433415,31.8
,"Renal failure","N17-N19","2021","2021","Female","F","Asian","A","85+ years","85+",144,186873,77.1
,"Renal failure","N17-N19","2021","2021","Female","F","Black or African American","2054-5","25-34 years","25-34",47,3529649,1.3
,"Renal failure","N17-N19","2021","2021","Female","F","Black or African American","2054-5","35-44 years","35-44",92,3119548,2.9
,"Renal failure","N17-N19","2021","2021","Female","F","Black or African American","2054-5","45-54 years","45-54",238,2844994,8.4
,"Renal failure","N17-N19","2021","2021","Female","F","Black or African American","2054-5","55-64 years","55-64",568,2839733,20.0
,"Renal failure","N17-N19","2021","2021","Female","F","Black or African American","2054-5","65-74 years","65-74",704,1997072,35.3
,"Renal failure","N17-N19","2021","2021","Female","F","Black or African American","2054-5","75-84 years","75-84",562,881795,63.7
,"Renal failure","N17-N19","2021","2021","Female","F","Black or African American","2054-5","85+ years","85+",397,345574,114.9
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","25-34 years","25-34",142,16163545,0.9
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","35-44 years","35-44",351,15849465,2.2
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","45-54 years","45-54",830,15375564,5.4
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","55-64 years","55-64",2062,17215418,12.0
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","65-74 years","65-74",3335,14502206,23.0
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","75-84 years","75-84",3354,7560894,44.4
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","85+ years","85+",2585,3207653,80.6
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","35-44 years","35-44",10,508790,Unreliable
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","55-64 years","55-64",18,296239,Unreliable
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","65-74 years","65-74",24,191728,12.5
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","75-84 years","75-84",19,84873,Unreliable
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","85+ years","85+",13,32505,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",31,305904,10.1
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",43,257502,16.7
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",62,226284,27.4
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",59,137092,43.0
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",31,52698,58.8
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","25-34 years","25-34",12,1597991,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","35-44 years","35-44",23,1567113,1.5
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","45-54 years","45-54",55,1335923,4.1
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","55-64 years","55-64",91,1048245,8.7
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","65-74 years","65-74",177,737619,24.0
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","75-84 years","75-84",187,339262,55.1
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","85+ years","85+",121,114455,105.7
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","25-34 years","25-34",39,3512412,1.1
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","35-44 years","35-44",113,2895495,3.9
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","45-54 years","45-54",276,2551513,10.8
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","55-64 years","55-64",600,2464580,24.3
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","65-74 years","65-74",799,1535044,52.1
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","75-84 years","75-84",530,568239,93.3
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","85+ years","85+",245,154714,158.4
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",14,51429,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",19,41721,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",17,24632,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",10,9823,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","25-34 years","25-34",203,16832245,1.2
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","35-44 years","35-44",611,16549888,3.7
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","45-54 years","45-54",1387,15783434,8.8
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","55-64 years","55-64",3193,16915836,18.9
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","65-74 years","65-74",4472,13268502,33.7
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","75-84 years","75-84",4151,6131986,67.7
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","85+ years","85+",2334,1870291,124.8
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","35-44 years","35-44",10,469103,Unreliable
