"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"2022","2022","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian","A",319,141829,224.9
,"2022","2022","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",892,213089,418.6
,"2022","2022","Renal failure","N17-N19","80-84 years","80-84","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",12,3767,Unreliable
,"2022","2022","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",8033,2417913,332.2
,"2022","2022","Renal failure","N17-N19","80-84 years","80-84","Male","M","More than one race","M",25,27667,90.4
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",39,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian","A",253,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",888,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",6318,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Female","F","More than one race","M",25,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",40,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian","A",282,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",662,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",6887,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","85-89 years","85-89","Male","M","More than one race","M",22,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",17,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian","A",204,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",531,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",4818,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Female","F","More than one race","M",20,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Male","M","American Indian or Alaska Native","1002-5",10,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Male","M","Asian","A",196,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",365,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",4272,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","90-94 years","90-94","Male","M","More than one race","M",16,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","95-99 years","95-99","Female","F","American Indian or Alaska Native","1002-5",10,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","95-99 years","95-99","Female","F","Asian","A",88,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",274,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",2202,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","95-99 years","95-99","Male","M","Asian","A",71,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",121,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",1461,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","100+ years","100+","Female","F","Asian","A",35,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","100+ years","100+","Female","F","Black or African American","2054-5",77,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",410,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","100+ years","100+","Male","M","Asian","A",10,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","100+ years","100+","Male","M","Black or African American","2054-5",21,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",193,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","< 1 year","1","Female","F","Black or African American","2054-5",14,294247,Unreliable
,"2023","2023","Renal failure","N17-N19","< 1 year","1","Female","F","White","2106-3",60,1227592,4.9
,"2023","2023","Renal failure","N17-N19","< 1 year","1","Male","M","Black or African American","2054-5",26,302357,8.6
,"2023","2023","Renal failure","N17-N19","< 1 year","1","Male","M","White","2106-3",102,1286961,7.9
,"2023","2023","Renal failure","N17-N19","1-4 years","1-4","Female","F","White","2106-3",14,4997435,Unreliable
,"2023","2023","Renal failure","N17-N19","1-4 years","1-4","Male","M","White","2106-3",19,5239366,Unreliable
,"2023","2023","Renal failure","N17-N19","5-9 years","5-9","Female","F","White","2106-3",12,6865119,Unreliable
,"2023","2023","Renal failure","N17-N19","5-9 years","5-9","Male","M","White","2106-3",15,7208794,Unreliable
,"2023","2023","Renal failure","N17-N19","10-14 years","10-14","Male","M","White","2106-3",13,7583133,Unreliable
,"2023","2023","Renal failure","N17-N19","15-19 years","15-19","Female","F","White","2106-3",15,7777719,Unreliable
,"2023","2023","Renal failure","N17-N19","15-19 years","15-19","Male","M","Black or African American","2054-5",10,1678018,Unreliable
,"2023","2023","Renal failure","N17-N19","15-19 years","15-19","Male","M","White","2106-3",30,8200964,0.4
,"2023","2023","Renal failure","N17-N19","20-24 years","20-24","Female","F","Black or African American","2054-5",19,1617324,Unreliable
,"2023","2023","Renal failure","N17-N19","20-24 years","20-24","Female","F","White","2106-3",37,7745127,0.5
,"2023","2023","Renal failure","N17-N19","20-24 years","20-24","Male","M","Black or African American","2054-5",30,1640410,1.8
,"2023","2023","Renal failure","N17-N19","20-24 years","20-24","Male","M","White","2106-3",59,8132841,0.7
,"2023","2023","Renal failure","N17-N19","25-29 years","25-29","Female","F","Black or African American","2054-5",28,1676929,1.7
,"2023","2023","Renal failure","N17-N19","25-29 years","25-29","Female","F","White","2106-3",85,7792553,1.1
,"2023","2023","Renal failure","N17-N19","25-29 years","25-29","Male","M","Black or African American","2054-5",53,1684176,3.1
,"2023","2023","Renal failure","N17-N19","25-29 years","25-29","Male","M","White","2106-3",156,8120567,1.9
,"2023","2023","Renal failure","N17-N19","30-34 years","30-34","Female","F","American Indian or Alaska Native","1002-5",15,166465,Unreliable
,"2023","2023","Renal failure","N17-N19","30-34 years","30-34","Female","F","Black or African American","2054-5",73,1868629,3.9
,"2023","2023","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",195,8293055,2.4
,"2023","2023","Renal failure","N17-N19","30-34 years","30-34","Male","M","American Indian or Alaska Native","1002-5",19,178102,Unreliable
,"2023","2023","Renal failure","N17-N19","30-34 years","30-34","Male","M","Asian","A",14,876549,Unreliable
,"2023","2023","Renal failure","N17-N19","30-34 years","30-34","Male","M","Black or African American","2054-5",101,1844040,5.5
,"2023","2023","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",305,8599052,3.5
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Female","F","American Indian or Alaska Native","1002-5",17,149025,Unreliable
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Female","F","Asian","A",13,933260,Unreliable
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Female","F","Black or African American","2054-5",98,1641283,6.0
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",315,8097143,3.9
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Female","F","More than one race","M",10,287537,Unreliable
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Male","M","American Indian or Alaska Native","1002-5",26,162833,16.0
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Male","M","Asian","A",24,875562,2.7
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",134,1557414,8.6
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",544,8461758,6.4
,"2023","2023","Renal failure","N17-N19","35-39 years","35-39","Male","M","More than one race","M",11,268424,Unreliable
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Female","F","American Indian or Alaska Native","1002-5",29,141424,20.5
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Female","F","Asian","A",16,889369,Unreliable
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",146,1576764,9.3
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",507,7990007,6.3
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Male","M","American Indian or Alaska Native","1002-5",24,153324,15.7
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Male","M","Asian","A",39,804955,4.8
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",191,1446685,13.2
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",772,8322370,9.3
,"2023","2023","Renal failure","N17-N19","40-44 years","40-44","Male","M","More than one race","M",14,235213,Unreliable
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Female","F","American Indian or Alaska Native","1002-5",26,126244,20.6
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Female","F","Asian","A",19,809208,Unreliable
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",203,1418268,14.3
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",640,7342199,8.7
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Female","F","More than one race","M",15,207853,Unreliable
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Male","M","American Indian or Alaska Native","1002-5",27,133531,20.2
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Male","M","Asian","A",53,718735,7.4
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",300,1264584,23.7
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",13,28592,Unreliable
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",1059,7552977,14.0
,"2023","2023","Renal failure","N17-N19","45-49 years","45-49","Male","M","More than one race","M",18,187936,Unreliable
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Female","F","American Indian or Alaska Native","1002-5",38,123059,30.9
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Female","F","Asian","A",42,769652,5.5
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",326,1443048,22.6
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",10,24767,Unreliable
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",1186,7832701,15.1
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Female","F","More than one race","M",17,182790,Unreliable
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Male","M","American Indian or Alaska Native","1002-5",45,127398,35.3
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Male","M","Asian","A",75,685835,10.9
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",399,1283152,31.1
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",1607,8012752,20.1
,"2023","2023","Renal failure","N17-N19","50-54 years","50-54","Male","M","More than one race","M",16,165994,Unreliable
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Female","F","American Indian or Alaska Native","1002-5",44,117545,37.4
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Female","F","Asian","A",55,658499,8.4
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",520,1422459,36.6
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",14,23256,Unreliable
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",1726,8061632,21.4
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Female","F","More than one race","M",18,156475,Unreliable
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Male","M","American Indian or Alaska Native","1002-5",38,117779,32.3
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Male","M","Asian","A",101,577341,17.5
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",616,1245454,49.5
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",11,23035,Unreliable
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",2622,8062279,32.5
,"2023","2023","Renal failure","N17-N19","55-59 years","55-59","Male","M","More than one race","M",30,140503,21.4
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Female","F","American Indian or Alaska Native","1002-5",46,115248,39.9
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Asian","A",96,608297,15.8
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",802,1399259,57.3
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",17,21154,Unreliable
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",2900,8619202,33.6
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Female","F","More than one race","M",38,147540,25.8
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Male","M","American Indian or Alaska Native","1002-5",66,109327,60.4
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Asian","A",125,520667,24.0
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",944,1191705,79.2
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",16,20590,Unreliable
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",4255,8363376,50.9
,"2023","2023","Renal failure","N17-N19","60-64 years ","60-64","Male","M","More than one race","M",47,131789,35.7
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Female","F","American Indian or Alaska Native","1002-5",52,95900,54.2
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Female","F","Asian","A",146,548183,26.6
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",1002,1204803,83.2
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",11,17183,Unreliable
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",4117,8038415,51.2
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Female","F","More than one race","M",42,120984,34.7
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Male","M","American Indian or Alaska Native","1002-5",73,86890,84.0
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian","A",166,446830,37.2
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",1139,965633,118.0
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",17,15913,Unreliable
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",5459,7502996,72.8
,"2023","2023","Renal failure","N17-N19","65-69 years","65-69","Male","M","More than one race","M",30,106998,28.0
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Female","F","American Indian or Alaska Native","1002-5",55,70581,77.9
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian","A",177,452920,39.1
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",1111,922772,120.4
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",14,12752,Unreliable
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",5147,6776630,76.0
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Female","F","More than one race","M",35,89081,39.3
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Male","M","American Indian or Alaska Native","1002-5",58,61608,94.1
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian","A",247,351009,70.4
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",1107,674071,164.2
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",13,11525,Unreliable
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",6770,6035443,112.2
,"2023","2023","Renal failure","N17-N19","70-74 years","70-74","Male","M","More than one race","M",39,76164,51.2
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",51,47496,107.4
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian","A",230,312073,73.7
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",960,609795,157.4
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",11,8602,Unreliable
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",6266,5181024,120.9
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Female","F","More than one race","M",47,62404,75.3
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",51,40655,125.4
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian","A",245,243181,100.7
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",943,414685,227.4
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",12,7641,Unreliable
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",7796,4408862,176.8
,"2023","2023","Renal failure","N17-N19","75-79 years","75-79","Male","M","More than one race","M",45,50999,88.2
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",52,28561,182.1
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian","A",265,194667,136.1
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",924,377247,244.9
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",13,5025,Unreliable
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",6453,3340360,193.2
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Female","F","More than one race","M",34,38344,88.7
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Male","M","American Indian or Alaska Native","1002-5",40,22578,177.2
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian","A",288,148919,193.4
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",807,225687,357.6
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",7449,2566076,290.3
,"2023","2023","Renal failure","N17-N19","80-84 years","80-84","Male","M","More than one race","M",33,29177,113.1
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",31,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian","A",264,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",793,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",6002,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Female","F","More than one race","M",29,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",27,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian","A",235,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",634,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",11,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",6108,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","85-89 years","85-89","Male","M","More than one race","M",28,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",25,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian","A",207,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",563,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",4347,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Female","F","More than one race","M",19,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Male","M","Asian","A",168,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",286,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",3890,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","95-99 years","95-99","Female","F","Asian","A",100,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",228,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",1922,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","95-99 years","95-99","Male","M","Asian","A",48,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",117,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",1257,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","100+ years","100+","Female","F","Asian","A",31,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","100+ years","100+","Female","F","Black or African American","2054-5",68,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",400,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","100+ years","100+","Male","M","Asian","A",13,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","100+ years","100+","Male","M","Black or African American","2054-5",25,Not Applicable,Not Applicable
,"2023","2023","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",165,Not Applicable,Not Applicable
,"2024 (provisional)","2024","Renal failure","N17-N19","< 1 year","1","Female","F","Black or African American","2054-5",31,287951,10.8
,"2024 (provisional)","2024","Renal failure","N17-N19","< 1 year","1","Female","F","White","2106-3",83,1214064,6.8
,"2024 (provisional)","2024","Renal failure","N17-N19","< 1 year","1","Male","M","Black or African American","2054-5",36,297435,12.1
,"2024 (provisional)","2024","Renal failure","N17-N19","< 1 year","1","Male","M","White","2106-3",78,1269771,6.1
,"2024 (provisional)","2024","Renal failure","N17-N19","1-4 years","1-4","Female","F","White","2106-3",12,5000346,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","5-9 years","5-9","Female","F","White","2106-3",10,6835598,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","5-9 years","5-9","Male","M","White","2106-3",11,7169184,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","10-14 years","10-14","Female","F","White","2106-3",11,7173793,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","10-14 years","10-14","Male","M","White","2106-3",14,7550541,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","15-19 years","15-19","Female","F","Black or African American","2054-5",11,1666549,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","15-19 years","15-19","Female","F","White","2106-3",12,7813644,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","15-19 years","15-19","Male","M","White","2106-3",29,8246814,0.4
,"2024 (provisional)","2024","Renal failure","N17-N19","20-24 years","20-24","Female","F","Black or African American","2054-5",20,1643610,1.2
,"2024 (provisional)","2024","Renal failure","N17-N19","20-24 years","20-24","Female","F","White","2106-3",39,7885024,0.5
,"2024 (provisional)","2024","Renal failure","N17-N19","20-24 years","20-24","Male","M","Black or African American","2054-5",19,1667940,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","20-24 years","20-24","Male","M","White","2106-3",62,8297230,0.7
,"2024 (provisional)","2024","Renal failure","N17-N19","25-29 years","25-29","Female","F","Black or African American","2054-5",26,1685144,1.5
,"2024 (provisional)","2024","Renal failure","N17-N19","25-29 years","25-29","Female","F","White","2106-3",79,7889378,1.0
,"2024 (provisional)","2024","Renal failure","N17-N19","25-29 years","25-29","Male","M","American Indian or Alaska Native","1002-5",16,181021,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","25-29 years","25-29","Male","M","Black or African American","2054-5",52,1687706,3.1
,"2024 (provisional)","2024","Renal failure","N17-N19","25-29 years","25-29","Male","M","White","2106-3",148,8223241,1.8
,"2024 (provisional)","2024","Renal failure","N17-N19","25-29 years","25-29","Male","M","More than one race","M",12,439420,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Female","F","American Indian or Alaska Native","1002-5",19,178583,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Female","F","Asian","A",11,991908,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Female","F","Black or African American","2054-5",53,1904643,2.8
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",196,8373814,2.3
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Male","M","American Indian or Alaska Native","1002-5",16,190687,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Male","M","Asian","A",16,939134,Unreliable
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Male","M","Black or African American","2054-5",100,1889912,5.3
,"2024 (provisional)","2024","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",304,8694056,3.5
,"2024 (provisional)","2024","Renal failure","N17-N19","35-39 years","35-39","Female","F","American Indian or Alaska Native","1002-5",20,158878,12.6
,"2024 (provisional)","2024","Renal failure","N17-N19","35-39 years","35-39","Female","F","Asian","A",15,1009079,Unreliable
