"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","75-84 years","75-84",96,100748,95.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","85+ years","85+",55,37850,145.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","25-34 years","25-34",32,344559,9.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",49,316157,15.5
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",68,260929,26.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",94,227106,41.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",125,148498,84.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",97,63233,153.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",48,17175,279.5
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","25-34 years","25-34",23,1633375,1.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","35-44 years","35-44",52,1680517,3.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","45-54 years","45-54",112,1404570,8.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","55-64 years","55-64",247,1098008,22.5
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","65-74 years","65-74",408,797839,51.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","75-84 years","75-84",572,392100,145.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","85+ years","85+",503,131730,381.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","25-34 years","25-34",152,3528216,4.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","35-44 years","35-44",325,3004099,10.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","45-54 years","45-54",616,2547736,24.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","55-64 years","55-64",1494,2437159,61.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","65-74 years","65-74",2301,1639704,140.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","75-84 years","75-84",1792,640372,279.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","85+ years","85+",1015,161992,626.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",28,54215,51.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",30,43625,68.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",26,27438,94.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",26,11680,222.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","25-34 years","25-34",452,16719619,2.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","35-44 years","35-44",1210,16784128,7.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","45-54 years","45-54",2513,15565729,16.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","55-64 years","55-64",6336,16425655,38.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","65-74 years","65-74",11810,13538439,87.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","75-84 years","75-84",15210,6974938,218.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","85+ years","85+",11144,1945723,572.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","25-34 years","25-34",20,763974,2.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","35-44 years","35-44",20,503637,4.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","45-54 years","45-54",45,353930,12.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","55-64 years","55-64",71,272292,26.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","65-74 years","65-74",106,183162,57.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","75-84 years","75-84",73,80176,91.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","85+ years","85+",29,24061,120.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","25-34 years","25-34",21,327988,6.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",38,290449,13.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",52,249303,20.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",68,232793,29.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",97,166481,58.3
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",96,76057,126.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",54,26789,201.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","25-34 years","25-34",13,1691704,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","35-44 years","35-44",28,1822629,1.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","45-54 years","45-54",69,1578860,4.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","55-64 years","55-64",104,1266796,8.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","65-74 years","65-74",287,1001103,28.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","75-84 years","75-84",449,506740,88.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","85+ years","85+",569,208271,273.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","25-34 years","25-34",95,3545558,2.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","35-44 years","35-44",211,3218047,6.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","45-54 years","45-54",468,2861316,16.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","55-64 years","55-64",1088,2821718,38.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","65-74 years","65-74",1853,2127575,87.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","75-84 years","75-84",1816,987042,184.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","85+ years","85+",1360,353611,384.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",19,51650,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",22,44410,49.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",38,29935,126.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",29,13627,212.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","25-34 years","25-34",233,16085608,1.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","35-44 years","35-44",681,16087150,4.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","45-54 years","45-54",1603,15174900,10.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","55-64 years","55-64",3911,16680834,23.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","65-74 years","65-74",8039,14815045,54.3
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","75-84 years","75-84",11596,8521384,136.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","85+ years","85+",10655,3279678,324.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","35-44 years","35-44",16,543398,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","45-54 years","45-54",34,390643,8.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","55-64 years","55-64",48,304015,15.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","65-74 years","65-74",71,210065,33.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","75-84 years","75-84",49,100748,48.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","85+ years","85+",51,37850,134.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","25-34 years","25-34",26,344559,7.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",45,316157,14.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",55,260929,21.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",78,227106,34.3
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",73,148498,49.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",64,63233,101.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",33,17175,192.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","25-34 years","25-34",19,1633375,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","35-44 years","35-44",47,1680517,2.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","45-54 years","45-54",99,1404570,7.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","55-64 years","55-64",192,1098008,17.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","65-74 years","65-74",343,797839,43.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","75-84 years","75-84",531,392100,135.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","85+ years","85+",482,131730,365.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","25-34 years","25-34",99,3528216,2.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","35-44 years","35-44",266,3004099,8.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","45-54 years","45-54",558,2547736,21.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","55-64 years","55-64",1289,2437159,52.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","65-74 years","65-74",2000,1639704,122.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","75-84 years","75-84",1614,640372,252.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","85+ years","85+",891,161992,550.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","35-44 years","35-44",14,73698,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",22,54215,40.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",23,43625,52.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",28,27438,102.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",22,11680,188.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","85+ years","85+",11,3280,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","25-34 years","25-34",382,16719619,2.3
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","35-44 years","35-44",1073,16784128,6.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","45-54 years","45-54",2180,15565729,14.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","55-64 years","55-64",5553,16425655,33.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","65-74 years","65-74",10768,13538439,79.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","75-84 years","75-84",13887,6974938,199.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","85+ years","85+",9871,1945723,507.3
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","25-34 years","25-34",11,763974,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","35-44 years","35-44",28,503637,5.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","45-54 years","45-54",24,353930,6.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","55-64 years","55-64",49,272292,18.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","65-74 years","65-74",70,183162,38.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","75-84 years","75-84",53,80176,66.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","85+ years","85+",37,24061,153.8
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"MCD - ICD-10 Codes: N17.0 (Acute renal failure with tubular necrosis); N17.1 (Acute renal failure with acute cortical necrosis);"
"N17.2 (Acute renal failure with medullary necrosis); N17.8 (Other acute renal failure); N17.9 (Acute renal failure, unspecified)"
"Ten-Year Age Groups: 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+ years"
"Group By: MCD - ICD Sub-Chapter; Year; Sex; Single Race 6; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Jan 14, 2026 1:42:29 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2023,"
"and from provisional data for years 2024 and later, as compiled from data provided by the 57 vital statistics jurisdictions"
"through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Jan 14, 2026"
"1:42:29 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Totals and sub-totals show the frequency of the selected causes of death, which may be greater than the number of deaths."
"Note that any single death record may have up to 20 causes. More information."
"---"
Caveats:
"1. These items in the results table are not fully selected: Renal failure. The Query Description lists the actual values"
"selected."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"5. The population figures for years 2023 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2023 postcensal series released by the Census Bureau on June 27, 2024. The population figures for years 2022 and later are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 and 2023 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the"
"April 1, 2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population"
"estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File"
"(CEF). The population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended"
"Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"6. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Deaths with the underlying cause classified with O00-O99 are"
"subject to further processing before these deaths records are considered final. Provisional deaths have not undergone full"
"processing and review and therefore should not be considered final for statistical purposes. Caution should be used in"
"interpreting these data. More information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"7. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"8. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Connecticut-2022."
"9. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#ICD-10 Changes."
"11. Deaths related to external causes of injury or sudden death: In the provisional mortality data, causes of death classified"
"as external causes of injury (ICD-10 codes V01-Y89), sudden deaths (ICD-10 codes R95 and R96), or drug poisoning (ICD-10 codes"
"T36-T50), have the cause of death labeled as 'Data not shown due to 6 month lag to account for delays in death certificate"
"completion for certain causes of death.' For these deaths occurring 24 weeks prior to the final date in the provisional data,"
"the number of deaths and related statistics are not available by specific cause of death for ICD-10 codes V01-Y89, R95, R96, or"
"T36-T50. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#999."
"12. Deaths occurring through December 6, 2025 as of December 14, 2025."
