"Notes","Residence State","Residence State Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate
,"Michigan","26","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",25,1254679,2.0
,"Michigan","26","2019","2019","45-54 years","45-54","Renal failure","N17-N19",25,1254679,2.0
,"Michigan","26","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",66,1399535,4.7
,"Michigan","26","2019","2019","55-64 years","55-64","Renal failure","N17-N19",67,1399535,4.8
,"Michigan","26","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",108,1037580,10.4
,"Michigan","26","2019","2019","65-74 years","65-74","Renal failure","N17-N19",108,1037580,10.4
,"Michigan","26","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",129,514685,25.1
,"Michigan","26","2019","2019","75-84 years","75-84","Renal failure","N17-N19",129,514685,25.1
,"Michigan","26","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",80,213136,37.5
,"Michigan","26","2019","2019","85+ years","85+","Renal failure","N17-N19",81,213136,38.0
,"Michigan","26","2020","2020","35-44 years","35-44","Other bacterial diseases","A30-A49",12,1171196,Unreliable
,"Michigan","26","2020","2020","35-44 years","35-44","Renal failure","N17-N19",12,1171196,Unreliable
,"Michigan","26","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",43,1224340,3.5
,"Michigan","26","2020","2020","45-54 years","45-54","Renal failure","N17-N19",44,1224340,3.6
,"Michigan","26","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",105,1386098,7.6
,"Michigan","26","2020","2020","55-64 years","55-64","Renal failure","N17-N19",107,1386098,7.7
,"Michigan","26","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",159,1074762,14.8
,"Michigan","26","2020","2020","65-74 years","65-74","Renal failure","N17-N19",160,1074762,14.9
,"Michigan","26","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",166,525966,31.6
,"Michigan","26","2020","2020","75-84 years","75-84","Renal failure","N17-N19",168,525966,31.9
,"Michigan","26","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",117,211713,55.3
,"Michigan","26","2020","2020","85+ years","85+","Renal failure","N17-N19",117,211713,55.3
,"Michigan","26","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",27,1208434,2.2
,"Michigan","26","2021","2021","35-44 years","35-44","Renal failure","N17-N19",27,1208434,2.2
,"Michigan","26","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",76,1225646,6.2
,"Michigan","26","2021","2021","45-54 years","45-54","Renal failure","N17-N19",76,1225646,6.2
,"Michigan","26","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",144,1394087,10.3
,"Michigan","26","2021","2021","55-64 years","55-64","Renal failure","N17-N19",145,1394087,10.4
,"Michigan","26","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",278,1118078,24.9
,"Michigan","26","2021","2021","65-74 years","65-74","Renal failure","N17-N19",282,1118078,25.2
,"Michigan","26","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",247,517196,47.8
,"Michigan","26","2021","2021","75-84 years","75-84","Renal failure","N17-N19",248,517196,48.0
,"Michigan","26","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",134,187508,71.5
,"Michigan","26","2021","2021","85+ years","85+","Renal failure","N17-N19",135,187508,72.0
,"Michigan","26","2022","2022","25-34 years","25-34","Other bacterial diseases","A30-A49",10,1318494,Unreliable
,"Michigan","26","2022","2022","25-34 years","25-34","Renal failure","N17-N19",10,1318494,Unreliable
,"Michigan","26","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",26,1210540,2.1
,"Michigan","26","2022","2022","35-44 years","35-44","Renal failure","N17-N19",26,1210540,2.1
,"Michigan","26","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",65,1202633,5.4
,"Michigan","26","2022","2022","45-54 years","45-54","Renal failure","N17-N19",67,1202633,5.6
,"Michigan","26","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",183,1358196,13.5
,"Michigan","26","2022","2022","55-64 years","55-64","Renal failure","N17-N19",185,1358196,13.6
,"Michigan","26","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",257,1123281,22.9
,"Michigan","26","2022","2022","65-74 years","65-74","Renal failure","N17-N19",261,1123281,23.2
,"Michigan","26","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",264,557903,47.3
,"Michigan","26","2022","2022","75-84 years","75-84","Renal failure","N17-N19",265,557903,47.5
,"Michigan","26","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",182,199151,91.4
,"Michigan","26","2022","2022","85+ years","85+","Renal failure","N17-N19",186,199151,93.4
,"Michigan","26","2023","2023","25-34 years","25-34","Other bacterial diseases","A30-A49",11,1318956,Unreliable
,"Michigan","26","2023","2023","25-34 years","25-34","Renal failure","N17-N19",11,1318956,Unreliable
,"Michigan","26","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",25,1224407,2.0
,"Michigan","26","2023","2023","35-44 years","35-44","Renal failure","N17-N19",25,1224407,2.0
,"Michigan","26","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",47,1193335,3.9
,"Michigan","26","2023","2023","45-54 years","45-54","Renal failure","N17-N19",47,1193335,3.9
,"Michigan","26","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",191,1338793,14.3
,"Michigan","26","2023","2023","55-64 years","55-64","Renal failure","N17-N19",196,1338793,14.6
,"Michigan","26","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",234,1154448,20.3
,"Michigan","26","2023","2023","65-74 years","65-74","Renal failure","N17-N19",237,1154448,20.5
,"Michigan","26","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",289,584330,49.5
,"Michigan","26","2023","2023","75-84 years","75-84","Renal failure","N17-N19",295,584330,50.5
,"Michigan","26","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",204,187974,108.5
,"Michigan","26","2023","2023","85+ years","85+","Renal failure","N17-N19",203,187974,108.0
,"Michigan","26","2024 (provisional)","2024","25-34 years","25-34","Other bacterial diseases","A30-A49",11,1343069,Unreliable
,"Michigan","26","2024 (provisional)","2024","25-34 years","25-34","Renal failure","N17-N19",11,1343069,Unreliable
,"Michigan","26","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",21,1254067,1.7
,"Michigan","26","2024 (provisional)","2024","35-44 years","35-44","Renal failure","N17-N19",21,1254067,1.7
,"Michigan","26","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",61,1190388,5.1
,"Michigan","26","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",63,1190388,5.3
,"Michigan","26","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",131,1320208,9.9
,"Michigan","26","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",131,1320208,9.9
,"Michigan","26","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",246,1178712,20.9
,"Michigan","26","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",252,1178712,21.4
,"Michigan","26","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",286,613991,46.6
,"Michigan","26","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",291,613991,47.4
,"Michigan","26","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",184,193220,95.2
,"Michigan","26","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",186,193220,96.3
,"Michigan","26","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",27,1254067,2.2
,"Michigan","26","2025 (provisional and partial)","2025","35-44 years","35-44","Renal failure","N17-N19",28,1254067,2.2
,"Michigan","26","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",55,1190388,4.6
,"Michigan","26","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",56,1190388,4.7
,"Michigan","26","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",141,1320208,10.7
,"Michigan","26","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",141,1320208,10.7
,"Michigan","26","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",255,1178712,21.6
,"Michigan","26","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",263,1178712,22.3
,"Michigan","26","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",323,613991,52.6
,"Michigan","26","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",330,613991,53.7
,"Michigan","26","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",191,193220,98.9
,"Michigan","26","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",195,193220,100.9
,"Minnesota","27","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",18,691491,Unreliable
,"Minnesota","27","2018","2018","45-54 years","45-54","Renal failure","N17-N19",19,691491,Unreliable
,"Minnesota","27","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",31,754445,4.1
,"Minnesota","27","2018","2018","55-64 years","55-64","Renal failure","N17-N19",31,754445,4.1
,"Minnesota","27","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",58,510180,11.4
,"Minnesota","27","2018","2018","65-74 years","65-74","Renal failure","N17-N19",61,510180,12.0
,"Minnesota","27","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",57,257938,22.1
,"Minnesota","27","2018","2018","75-84 years","75-84","Renal failure","N17-N19",59,257938,22.9
,"Minnesota","27","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",69,121684,56.7
,"Minnesota","27","2018","2018","85+ years","85+","Renal failure","N17-N19",69,121684,56.7
,"Minnesota","27","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",20,673361,3.0
,"Minnesota","27","2019","2019","45-54 years","45-54","Renal failure","N17-N19",20,673361,3.0
,"Minnesota","27","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",31,756421,4.1
,"Minnesota","27","2019","2019","55-64 years","55-64","Renal failure","N17-N19",32,756421,4.2
,"Minnesota","27","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",69,531059,13.0
,"Minnesota","27","2019","2019","65-74 years","65-74","Renal failure","N17-N19",71,531059,13.4
,"Minnesota","27","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",66,266713,24.7
,"Minnesota","27","2019","2019","75-84 years","75-84","Renal failure","N17-N19",66,266713,24.7
,"Minnesota","27","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",54,122610,44.0
,"Minnesota","27","2019","2019","85+ years","85+","Renal failure","N17-N19",55,122610,44.9
,"Minnesota","27","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",28,660824,4.2
,"Minnesota","27","2020","2020","45-54 years","45-54","Renal failure","N17-N19",28,660824,4.2
,"Minnesota","27","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",56,752272,7.4
,"Minnesota","27","2020","2020","55-64 years","55-64","Renal failure","N17-N19",57,752272,7.6
,"Minnesota","27","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",79,552208,14.3
,"Minnesota","27","2020","2020","65-74 years","65-74","Renal failure","N17-N19",80,552208,14.5
,"Minnesota","27","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",88,273886,32.1
,"Minnesota","27","2020","2020","75-84 years","75-84","Renal failure","N17-N19",89,273886,32.5
,"Minnesota","27","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",64,122747,52.1
,"Minnesota","27","2020","2020","85+ years","85+","Renal failure","N17-N19",65,122747,53.0
,"Minnesota","27","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",21,767158,2.7
,"Minnesota","27","2021","2021","35-44 years","35-44","Renal failure","N17-N19",21,767158,2.7
,"Minnesota","27","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",34,665021,5.1
,"Minnesota","27","2021","2021","45-54 years","45-54","Renal failure","N17-N19",35,665021,5.3
,"Minnesota","27","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",92,756115,12.2
,"Minnesota","27","2021","2021","55-64 years","55-64","Renal failure","N17-N19",93,756115,12.3
,"Minnesota","27","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",149,577187,25.8
,"Minnesota","27","2021","2021","65-74 years","65-74","Renal failure","N17-N19",153,577187,26.5
,"Minnesota","27","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",113,268593,42.1
,"Minnesota","27","2021","2021","75-84 years","75-84","Renal failure","N17-N19",118,268593,43.9
,"Minnesota","27","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",81,109903,73.7
,"Minnesota","27","2021","2021","85+ years","85+","Renal failure","N17-N19",82,109903,74.6
,"Minnesota","27","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",19,771968,Unreliable
,"Minnesota","27","2022","2022","35-44 years","35-44","Renal failure","N17-N19",20,771968,2.6
,"Minnesota","27","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",44,659534,6.7
,"Minnesota","27","2022","2022","45-54 years","45-54","Renal failure","N17-N19",45,659534,6.8
,"Minnesota","27","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",94,738560,12.7
,"Minnesota","27","2022","2022","55-64 years","55-64","Renal failure","N17-N19",98,738560,13.3
,"Minnesota","27","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",173,584717,29.6
,"Minnesota","27","2022","2022","65-74 years","65-74","Renal failure","N17-N19",179,584717,30.6
,"Minnesota","27","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",140,290847,48.1
,"Minnesota","27","2022","2022","75-84 years","75-84","Renal failure","N17-N19",146,290847,50.2
,"Minnesota","27","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",126,121968,103.3
,"Minnesota","27","2022","2022","85+ years","85+","Renal failure","N17-N19",128,121968,104.9
,"Minnesota","27","2023","2023","25-34 years","25-34","Renal failure","N17-N19",12,738130,Unreliable
,"Minnesota","27","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",17,781476,Unreliable
,"Minnesota","27","2023","2023","35-44 years","35-44","Renal failure","N17-N19",17,781476,Unreliable
,"Minnesota","27","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",33,661837,5.0
,"Minnesota","27","2023","2023","45-54 years","45-54","Renal failure","N17-N19",34,661837,5.1
,"Minnesota","27","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",70,725498,9.6
,"Minnesota","27","2023","2023","55-64 years","55-64","Renal failure","N17-N19",74,725498,10.2
,"Minnesota","27","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",134,603143,22.2
,"Minnesota","27","2023","2023","65-74 years","65-74","Renal failure","N17-N19",146,603143,24.2
,"Minnesota","27","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",174,303991,57.2
,"Minnesota","27","2023","2023","75-84 years","75-84","Renal failure","N17-N19",178,303991,58.6
,"Minnesota","27","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",150,116113,129.2
,"Minnesota","27","2023","2023","85+ years","85+","Renal failure","N17-N19",152,116113,130.9
,"Minnesota","27","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",11,791496,Unreliable
,"Minnesota","27","2024 (provisional)","2024","35-44 years","35-44","Renal failure","N17-N19",12,791496,Unreliable
,"Minnesota","27","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",23,666586,3.5
,"Minnesota","27","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",24,666586,3.6
,"Minnesota","27","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",74,712634,10.4
,"Minnesota","27","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",74,712634,10.4
,"Minnesota","27","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",136,618099,22.0
,"Minnesota","27","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",138,618099,22.3
,"Minnesota","27","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",167,319089,52.3
,"Minnesota","27","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",170,319089,53.3
,"Minnesota","27","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",132,119959,110.0
,"Minnesota","27","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",133,119959,110.9
,"Minnesota","27","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",16,791496,Unreliable
,"Minnesota","27","2025 (provisional and partial)","2025","35-44 years","35-44","Renal failure","N17-N19",16,791496,Unreliable
,"Minnesota","27","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",16,666586,Unreliable
,"Minnesota","27","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",16,666586,Unreliable
,"Minnesota","27","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",76,712634,10.7
,"Minnesota","27","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",78,712634,10.9
,"Minnesota","27","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",130,618099,21.0
,"Minnesota","27","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",135,618099,21.8
,"Minnesota","27","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",168,319089,52.6
,"Minnesota","27","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",172,319089,53.9
,"Minnesota","27","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",140,119959,116.7
,"Minnesota","27","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",143,119959,119.2
,"Mississippi","28","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",15,368793,Unreliable
,"Mississippi","28","2018","2018","45-54 years","45-54","Renal failure","N17-N19",15,368793,Unreliable
,"Mississippi","28","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",40,385893,10.4
,"Mississippi","28","2018","2018","55-64 years","55-64","Renal failure","N17-N19",41,385893,10.6
,"Mississippi","28","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",68,280585,24.2
,"Mississippi","28","2018","2018","65-74 years","65-74","Renal failure","N17-N19",68,280585,24.2
,"Mississippi","28","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",42,141549,29.7
,"Mississippi","28","2018","2018","75-84 years","75-84","Renal failure","N17-N19",42,141549,29.7
,"Mississippi","28","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",41,52341,78.3
,"Mississippi","28","2018","2018","85+ years","85+","Renal failure","N17-N19",42,52341,80.2
,"Mississippi","28","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",13,362040,Unreliable
,"Mississippi","28","2019","2019","45-54 years","45-54","Renal failure","N17-N19",13,362040,Unreliable
,"Mississippi","28","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",25,385911,6.5
,"Mississippi","28","2019","2019","55-64 years","55-64","Renal failure","N17-N19",25,385911,6.5
,"Mississippi","28","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",48,288955,16.6
,"Mississippi","28","2019","2019","65-74 years","65-74","Renal failure","N17-N19",48,288955,16.6
,"Mississippi","28","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",64,145440,44.0
,"Mississippi","28","2019","2019","75-84 years","75-84","Renal failure","N17-N19",64,145440,44.0
,"Mississippi","28","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",40,52298,76.5
,"Mississippi","28","2019","2019","85+ years","85+","Renal failure","N17-N19",40,52298,76.5
,"Mississippi","28","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",21,356162,5.9
,"Mississippi","28","2020","2020","45-54 years","45-54","Renal failure","N17-N19",21,356162,5.9
,"Mississippi","28","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",60,383032,15.7
,"Mississippi","28","2020","2020","55-64 years","55-64","Renal failure","N17-N19",60,383032,15.7
,"Mississippi","28","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",73,298209,24.5
,"Mississippi","28","2020","2020","65-74 years","65-74","Renal failure","N17-N19",72,298209,24.1
,"Mississippi","28","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",79,148431,53.2
,"Mississippi","28","2020","2020","75-84 years","75-84","Renal failure","N17-N19",79,148431,53.2
,"Mississippi","28","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",46,53315,86.3
,"Mississippi","28","2020","2020","85+ years","85+","Renal failure","N17-N19",46,53315,86.3
,"Mississippi","28","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",16,368375,Unreliable
,"Mississippi","28","2021","2021","35-44 years","35-44","Renal failure","N17-N19",16,368375,Unreliable
,"Mississippi","28","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",33,355572,9.3
,"Mississippi","28","2021","2021","45-54 years","45-54","Renal failure","N17-N19",33,355572,9.3
,"Mississippi","28","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",74,380719,19.4
,"Mississippi","28","2021","2021","55-64 years","55-64","Renal failure","N17-N19",76,380719,20.0
,"Mississippi","28","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",116,303969,38.2
,"Mississippi","28","2021","2021","65-74 years","65-74","Renal failure","N17-N19",116,303969,38.2
,"Mississippi","28","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",95,142839,66.5
,"Mississippi","28","2021","2021","75-84 years","75-84","Renal failure","N17-N19",98,142839,68.6
,"Mississippi","28","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",67,47436,141.2
,"Mississippi","28","2021","2021","85+ years","85+","Renal failure","N17-N19",67,47436,141.2
,"Mississippi","28","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",22,363978,6.0
,"Mississippi","28","2022","2022","35-44 years","35-44","Renal failure","N17-N19",22,363978,6.0
,"Mississippi","28","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",39,351380,11.1
,"Mississippi","28","2022","2022","45-54 years","45-54","Renal failure","N17-N19",40,351380,11.4
,"Mississippi","28","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",89,371272,24.0
,"Mississippi","28","2022","2022","55-64 years","55-64","Renal failure","N17-N19",90,371272,24.2
,"Mississippi","28","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",150,302852,49.5
,"Mississippi","28","2022","2022","65-74 years","65-74","Renal failure","N17-N19",151,302852,49.9
,"Mississippi","28","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",120,152787,78.5
,"Mississippi","28","2022","2022","75-84 years","75-84","Renal failure","N17-N19",122,152787,79.8
,"Mississippi","28","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",78,51901,150.3
,"Mississippi","28","2022","2022","85+ years","85+","Renal failure","N17-N19",78,51901,150.3
,"Mississippi","28","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",13,364767,Unreliable
,"Mississippi","28","2023","2023","35-44 years","35-44","Renal failure","N17-N19",13,364767,Unreliable
,"Mississippi","28","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",24,351331,6.8
,"Mississippi","28","2023","2023","45-54 years","45-54","Renal failure","N17-N19",24,351331,6.8
,"Mississippi","28","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",53,366936,14.4
,"Mississippi","28","2023","2023","55-64 years","55-64","Renal failure","N17-N19",54,366936,14.7
,"Mississippi","28","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",102,308593,33.1
,"Mississippi","28","2023","2023","65-74 years","65-74","Renal failure","N17-N19",102,308593,33.1
,"Mississippi","28","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",112,158435,70.7
,"Mississippi","28","2023","2023","75-84 years","75-84","Renal failure","N17-N19",113,158435,71.3
,"Mississippi","28","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",57,50634,112.6
,"Mississippi","28","2023","2023","85+ years","85+","Renal failure","N17-N19",58,50634,114.5
,"Mississippi","28","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",12,365496,Unreliable
,"Mississippi","28","2024 (provisional)","2024","35-44 years","35-44","Renal failure","N17-N19",12,365496,Unreliable
,"Mississippi","28","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",18,350697,Unreliable
,"Mississippi","28","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",18,350697,Unreliable
,"Mississippi","28","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",65,362286,17.9
,"Mississippi","28","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",67,362286,18.5
,"Mississippi","28","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",99,313279,31.6
,"Mississippi","28","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",99,313279,31.6
,"Mississippi","28","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",90,164130,54.8
,"Mississippi","28","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",91,164130,55.4
,"Mississippi","28","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",60,51378,116.8
,"Mississippi","28","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",60,51378,116.8
,"Mississippi","28","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",12,365496,Unreliable
,"Mississippi","28","2025 (provisional and partial)","2025","35-44 years","35-44","Renal failure","N17-N19",12,365496,Unreliable
,"Mississippi","28","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",27,350697,7.7
,"Mississippi","28","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",27,350697,7.7
,"Mississippi","28","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",70,362286,19.3
,"Mississippi","28","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",70,362286,19.3
,"Mississippi","28","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",95,313279,30.3
,"Mississippi","28","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",95,313279,30.3
,"Mississippi","28","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",110,164130,67.0
,"Mississippi","28","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",111,164130,67.6
,"Mississippi","28","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",55,51378,107.0
,"Mississippi","28","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",56,51378,109.0
,"Missouri","29","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",28,751688,3.7
,"Missouri","29","2018","2018","45-54 years","45-54","Renal failure","N17-N19",29,751688,3.9
,"Missouri","29","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",59,829541,7.1
,"Missouri","29","2018","2018","55-64 years","55-64","Renal failure","N17-N19",59,829541,7.1
