"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Race","Race Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Renal failure","N17-N19","2011","2011","Male","M","White","2106-3","35-44 years","35-44",159,15984681,1.0
,"Renal failure","N17-N19","2011","2011","Male","M","White","2106-3","45-54 years","45-54",483,17931118,2.7
,"Renal failure","N17-N19","2011","2011","Male","M","White","2106-3","55-64 years","55-64",989,15422756,6.4
,"Renal failure","N17-N19","2011","2011","Male","M","White","2106-3","65-74 years","65-74",1328,9033095,14.7
,"Renal failure","N17-N19","2011","2011","Male","M","White","2106-3","75-84 years","75-84",2017,4925953,40.9
,"Renal failure","N17-N19","2011","2011","Male","M","White","2106-3","85+ years","85+",1662,1709767,97.2
,"Renal failure","N17-N19","2012","2012","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,276700,Unreliable
,"Renal failure","N17-N19","2012","2012","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",13,200285,Unreliable
,"Renal failure","N17-N19","2012","2012","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",14,100409,Unreliable
,"Renal failure","N17-N19","2012","2012","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",21,45258,46.4
,"Renal failure","N17-N19","2012","2012","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",11,16376,Unreliable
,"Renal failure","N17-N19","2012","2012","Female","F","Asian or Pacific Islander","A-PI","45-54 years","45-54",13,1275996,Unreliable
,"Renal failure","N17-N19","2012","2012","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",24,1023275,2.3
,"Renal failure","N17-N19","2012","2012","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",39,568687,6.9
,"Renal failure","N17-N19","2012","2012","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",63,297516,21.2
,"Renal failure","N17-N19","2012","2012","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",90,115055,78.2
,"Renal failure","N17-N19","2012","2012","Female","F","Black or African American","2054-5","35-44 years","35-44",26,2941200,0.9
,"Renal failure","N17-N19","2012","2012","Female","F","Black or African American","2054-5","45-54 years","45-54",87,3055924,2.8
,"Renal failure","N17-N19","2012","2012","Female","F","Black or African American","2054-5","55-64 years","55-64",197,2419636,8.1
,"Renal failure","N17-N19","2012","2012","Female","F","Black or African American","2054-5","65-74 years","65-74",192,1304676,14.7
,"Renal failure","N17-N19","2012","2012","Female","F","Black or African American","2054-5","75-84 years","75-84",235,706069,33.3
,"Renal failure","N17-N19","2012","2012","Female","F","Black or African American","2054-5","85+ years","85+",285,307270,92.8
,"Renal failure","N17-N19","2012","2012","Female","F","White","2106-3","25-34 years","25-34",35,15892849,0.2
,"Renal failure","N17-N19","2012","2012","Female","F","White","2106-3","35-44 years","35-44",103,15573096,0.7
,"Renal failure","N17-N19","2012","2012","Female","F","White","2106-3","45-54 years","45-54",323,17853248,1.8
,"Renal failure","N17-N19","2012","2012","Female","F","White","2106-3","55-64 years","55-64",755,16340112,4.6
,"Renal failure","N17-N19","2012","2012","Female","F","White","2106-3","65-74 years","65-74",1183,10808758,10.9
,"Renal failure","N17-N19","2012","2012","Female","F","White","2106-3","75-84 years","75-84",1885,6575641,28.7
,"Renal failure","N17-N19","2012","2012","Female","F","White","2106-3","85+ years","85+",2215,3484596,63.6
,"Renal failure","N17-N19","2012","2012","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",11,269981,Unreliable
,"Renal failure","N17-N19","2012","2012","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",17,185911,Unreliable
,"Renal failure","N17-N19","2012","2012","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",17,88818,Unreliable
,"Renal failure","N17-N19","2012","2012","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",17,33101,Unreliable
,"Renal failure","N17-N19","2012","2012","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",14,1128254,Unreliable
,"Renal failure","N17-N19","2012","2012","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",31,846795,3.7
,"Renal failure","N17-N19","2012","2012","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",37,468808,7.9
,"Renal failure","N17-N19","2012","2012","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",63,214358,29.4
,"Renal failure","N17-N19","2012","2012","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",66,66110,99.8
,"Renal failure","N17-N19","2012","2012","Male","M","Black or African American","2054-5","25-34 years","25-34",20,2944482,0.7
,"Renal failure","N17-N19","2012","2012","Male","M","Black or African American","2054-5","35-44 years","35-44",44,2619646,1.7
,"Renal failure","N17-N19","2012","2012","Male","M","Black or African American","2054-5","45-54 years","45-54",107,2707346,4.0
,"Renal failure","N17-N19","2012","2012","Male","M","Black or African American","2054-5","55-64 years","55-64",221,2021385,10.9
,"Renal failure","N17-N19","2012","2012","Male","M","Black or African American","2054-5","65-74 years","65-74",208,978519,21.3
,"Renal failure","N17-N19","2012","2012","Male","M","Black or African American","2054-5","75-84 years","75-84",227,424153,53.5
,"Renal failure","N17-N19","2012","2012","Male","M","Black or African American","2054-5","85+ years","85+",172,123493,139.3
,"Renal failure","N17-N19","2012","2012","Male","M","White","2106-3","25-34 years","25-34",48,16593734,0.3
,"Renal failure","N17-N19","2012","2012","Male","M","White","2106-3","35-44 years","35-44",135,15882055,0.9
,"Renal failure","N17-N19","2012","2012","Male","M","White","2106-3","45-54 years","45-54",493,17701289,2.8
,"Renal failure","N17-N19","2012","2012","Male","M","White","2106-3","55-64 years","55-64",1023,15548803,6.6
,"Renal failure","N17-N19","2012","2012","Male","M","White","2106-3","65-74 years","65-74",1409,9666717,14.6
,"Renal failure","N17-N19","2012","2012","Male","M","White","2106-3","75-84 years","75-84",1844,4976538,37.1
,"Renal failure","N17-N19","2012","2012","Male","M","White","2106-3","85+ years","85+",1552,1765739,87.9
,"Renal failure","N17-N19","2013","2013","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",16,276505,Unreliable
,"Renal failure","N17-N19","2013","2013","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",16,208893,Unreliable
,"Renal failure","N17-N19","2013","2013","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",12,107248,Unreliable
,"Renal failure","N17-N19","2013","2013","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",13,47550,Unreliable
,"Renal failure","N17-N19","2013","2013","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",22,1064048,2.1
,"Renal failure","N17-N19","2013","2013","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",35,614960,5.7
,"Renal failure","N17-N19","2013","2013","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",73,312870,23.3
,"Renal failure","N17-N19","2013","2013","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",78,126827,61.5
,"Renal failure","N17-N19","2013","2013","Female","F","Black or African American","2054-5","25-34 years","25-34",23,3224131,0.7
,"Renal failure","N17-N19","2013","2013","Female","F","Black or African American","2054-5","35-44 years","35-44",34,2950264,1.2
,"Renal failure","N17-N19","2013","2013","Female","F","Black or African American","2054-5","45-54 years","45-54",97,3043355,3.2
,"Renal failure","N17-N19","2013","2013","Female","F","Black or African American","2054-5","55-64 years","55-64",205,2498661,8.2
,"Renal failure","N17-N19","2013","2013","Female","F","Black or African American","2054-5","65-74 years","65-74",237,1378030,17.2
,"Renal failure","N17-N19","2013","2013","Female","F","Black or African American","2054-5","75-84 years","75-84",291,722525,40.3
,"Renal failure","N17-N19","2013","2013","Female","F","Black or African American","2054-5","85+ years","85+",303,317960,95.3
,"Renal failure","N17-N19","2013","2013","Female","F","White","2106-3","25-34 years","25-34",48,16021255,0.3
,"Renal failure","N17-N19","2013","2013","Female","F","White","2106-3","35-44 years","35-44",122,15488957,0.8
,"Renal failure","N17-N19","2013","2013","Female","F","White","2106-3","45-54 years","45-54",401,17569134,2.3
,"Renal failure","N17-N19","2013","2013","Female","F","White","2106-3","55-64 years","55-64",792,16588074,4.8
,"Renal failure","N17-N19","2013","2013","Female","F","White","2106-3","65-74 years","65-74",1318,11318886,11.6
,"Renal failure","N17-N19","2013","2013","Female","F","White","2106-3","75-84 years","75-84",1966,6603057,29.8
,"Renal failure","N17-N19","2013","2013","Female","F","White","2106-3","85+ years","85+",2202,3536701,62.3
,"Renal failure","N17-N19","2013","2013","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",16,271530,Unreliable
,"Renal failure","N17-N19","2013","2013","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",20,193548,10.3
,"Renal failure","N17-N19","2013","2013","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",10,95237,Unreliable
,"Renal failure","N17-N19","2013","2013","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",12,35081,Unreliable
,"Renal failure","N17-N19","2013","2013","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",10,9475,Unreliable
,"Renal failure","N17-N19","2013","2013","Male","M","Asian or Pacific Islander","A-PI","35-44 years","35-44",14,1405065,Unreliable
,"Renal failure","N17-N19","2013","2013","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",14,1157519,Unreliable
,"Renal failure","N17-N19","2013","2013","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",42,883729,4.8
,"Renal failure","N17-N19","2013","2013","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",60,504244,11.9
,"Renal failure","N17-N19","2013","2013","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",71,229913,30.9
,"Renal failure","N17-N19","2013","2013","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",70,72810,96.1
,"Renal failure","N17-N19","2013","2013","Male","M","Black or African American","2054-5","25-34 years","25-34",10,3018776,Unreliable
,"Renal failure","N17-N19","2013","2013","Male","M","Black or African American","2054-5","35-44 years","35-44",51,2628985,1.9
,"Renal failure","N17-N19","2013","2013","Male","M","Black or African American","2054-5","45-54 years","45-54",111,2693002,4.1
,"Renal failure","N17-N19","2013","2013","Male","M","Black or African American","2054-5","55-64 years","55-64",245,2092483,11.7
,"Renal failure","N17-N19","2013","2013","Male","M","Black or African American","2054-5","65-74 years","65-74",253,1038392,24.4
,"Renal failure","N17-N19","2013","2013","Male","M","Black or African American","2054-5","75-84 years","75-84",220,439331,50.1
,"Renal failure","N17-N19","2013","2013","Male","M","Black or African American","2054-5","85+ years","85+",165,129339,127.6
,"Renal failure","N17-N19","2013","2013","Male","M","White","2106-3","25-34 years","25-34",57,16763513,0.3
,"Renal failure","N17-N19","2013","2013","Male","M","White","2106-3","35-44 years","35-44",143,15812520,0.9
,"Renal failure","N17-N19","2013","2013","Male","M","White","2106-3","45-54 years","45-54",491,17447033,2.8
,"Renal failure","N17-N19","2013","2013","Male","M","White","2106-3","55-64 years","55-64",1106,15786995,7.0
,"Renal failure","N17-N19","2013","2013","Male","M","White","2106-3","65-74 years","65-74",1479,10159769,14.6
,"Renal failure","N17-N19","2013","2013","Male","M","White","2106-3","75-84 years","75-84",1952,5056192,38.6
,"Renal failure","N17-N19","2013","2013","Male","M","White","2106-3","85+ years","85+",1545,1830158,84.4
,"Renal failure","N17-N19","2014","2014","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",15,277173,Unreliable
,"Renal failure","N17-N19","2014","2014","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",20,217910,9.2
,"Renal failure","N17-N19","2014","2014","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",18,114498,Unreliable
,"Renal failure","N17-N19","2014","2014","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",19,50208,Unreliable
,"Renal failure","N17-N19","2014","2014","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",13,18585,Unreliable
,"Renal failure","N17-N19","2014","2014","Female","F","Asian or Pacific Islander","A-PI","35-44 years","35-44",10,1634483,Unreliable
,"Renal failure","N17-N19","2014","2014","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",23,1111024,2.1
,"Renal failure","N17-N19","2014","2014","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",38,669694,5.7
,"Renal failure","N17-N19","2014","2014","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",60,331448,18.1
,"Renal failure","N17-N19","2014","2014","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",90,137805,65.3
,"Renal failure","N17-N19","2014","2014","Female","F","Black or African American","2054-5","25-34 years","25-34",13,3304914,Unreliable
,"Renal failure","N17-N19","2014","2014","Female","F","Black or African American","2054-5","35-44 years","35-44",42,2984282,1.4
,"Renal failure","N17-N19","2014","2014","Female","F","Black or African American","2054-5","45-54 years","45-54",105,3028774,3.5
,"Renal failure","N17-N19","2014","2014","Female","F","Black or African American","2054-5","55-64 years","55-64",193,2577838,7.5
,"Renal failure","N17-N19","2014","2014","Female","F","Black or African American","2054-5","65-74 years","65-74",250,1460270,17.1
,"Renal failure","N17-N19","2014","2014","Female","F","Black or African American","2054-5","75-84 years","75-84",261,740614,35.2
,"Renal failure","N17-N19","2014","2014","Female","F","Black or African American","2054-5","85+ years","85+",282,327938,86.0
,"Renal failure","N17-N19","2014","2014","Female","F","White","2106-3","25-34 years","25-34",48,16204311,0.3
,"Renal failure","N17-N19","2014","2014","Female","F","White","2106-3","35-44 years","35-44",126,15444065,0.8
,"Renal failure","N17-N19","2014","2014","Female","F","White","2106-3","45-54 years","45-54",376,17361561,2.2
,"Renal failure","N17-N19","2014","2014","Female","F","White","2106-3","55-64 years","55-64",892,16848927,5.3
,"Renal failure","N17-N19","2014","2014","Female","F","White","2106-3","65-74 years","65-74",1453,11804783,12.3
,"Renal failure","N17-N19","2014","2014","Female","F","White","2106-3","75-84 years","75-84",1914,6667042,28.7
,"Renal failure","N17-N19","2014","2014","Female","F","White","2106-3","85+ years","85+",2230,3569034,62.5
,"Renal failure","N17-N19","2014","2014","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",15,274161,Unreliable
,"Renal failure","N17-N19","2014","2014","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",19,201175,Unreliable
,"Renal failure","N17-N19","2014","2014","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",17,101793,Unreliable
,"Renal failure","N17-N19","2014","2014","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",16,37312,Unreliable
,"Renal failure","N17-N19","2014","2014","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",11,1204948,Unreliable
,"Renal failure","N17-N19","2014","2014","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",44,924813,4.8
,"Renal failure","N17-N19","2014","2014","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",67,545296,12.3
,"Renal failure","N17-N19","2014","2014","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",64,248143,25.8
,"Renal failure","N17-N19","2014","2014","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",78,79563,98.0
,"Renal failure","N17-N19","2014","2014","Male","M","Black or African American","2054-5","25-34 years","25-34",16,3122333,Unreliable
,"Renal failure","N17-N19","2014","2014","Male","M","Black or African American","2054-5","35-44 years","35-44",28,2661111,1.1
,"Renal failure","N17-N19","2014","2014","Male","M","Black or African American","2054-5","45-54 years","45-54",106,2680947,4.0
,"Renal failure","N17-N19","2014","2014","Male","M","Black or African American","2054-5","55-64 years","55-64",234,2162149,10.8
,"Renal failure","N17-N19","2014","2014","Male","M","Black or African American","2054-5","65-74 years","65-74",250,1099266,22.7
,"Renal failure","N17-N19","2014","2014","Male","M","Black or African American","2054-5","75-84 years","75-84",231,456225,50.6
,"Renal failure","N17-N19","2014","2014","Male","M","Black or African American","2054-5","85+ years","85+",161,136175,118.2
,"Renal failure","N17-N19","2014","2014","Male","M","White","2106-3","25-34 years","25-34",59,16906536,0.3
,"Renal failure","N17-N19","2014","2014","Male","M","White","2106-3","35-44 years","35-44",181,15746894,1.1
,"Renal failure","N17-N19","2014","2014","Male","M","White","2106-3","45-54 years","45-54",572,17264988,3.3
,"Renal failure","N17-N19","2014","2014","Male","M","White","2106-3","55-64 years","55-64",1211,16033745,7.6
,"Renal failure","N17-N19","2014","2014","Male","M","White","2106-3","65-74 years","65-74",1618,10602690,15.3
,"Renal failure","N17-N19","2014","2014","Male","M","White","2106-3","75-84 years","75-84",1878,5151698,36.5
,"Renal failure","N17-N19","2014","2014","Male","M","White","2106-3","85+ years","85+",1725,1882783,91.6
,"Renal failure","N17-N19","2015","2015","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",14,277510,Unreliable
,"Renal failure","N17-N19","2015","2015","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",19,226940,Unreliable
,"Renal failure","N17-N19","2015","2015","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",18,122035,Unreliable
,"Renal failure","N17-N19","2015","2015","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",17,52843,Unreliable
,"Renal failure","N17-N19","2015","2015","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",17,20022,Unreliable
,"Renal failure","N17-N19","2015","2015","Female","F","Asian or Pacific Islander","A-PI","35-44 years","35-44",10,1683702,Unreliable
,"Renal failure","N17-N19","2015","2015","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",21,1155370,1.8
,"Renal failure","N17-N19","2015","2015","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",45,725572,6.2
,"Renal failure","N17-N19","2015","2015","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",60,350343,17.1
,"Renal failure","N17-N19","2015","2015","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",95,150073,63.3
,"Renal failure","N17-N19","2015","2015","Female","F","Black or African American","2054-5","25-34 years","25-34",22,3382985,0.7
,"Renal failure","N17-N19","2015","2015","Female","F","Black or African American","2054-5","35-44 years","35-44",39,3013072,1.3
,"Renal failure","N17-N19","2015","2015","Female","F","Black or African American","2054-5","45-54 years","45-54",125,3021717,4.1
,"Renal failure","N17-N19","2015","2015","Female","F","Black or African American","2054-5","55-64 years","55-64",224,2654398,8.4
,"Renal failure","N17-N19","2015","2015","Female","F","Black or African American","2054-5","65-74 years","65-74",256,1543609,16.6
,"Renal failure","N17-N19","2015","2015","Female","F","Black or African American","2054-5","75-84 years","75-84",311,762579,40.8
,"Renal failure","N17-N19","2015","2015","Female","F","Black or African American","2054-5","85+ years","85+",291,338522,86.0
,"Renal failure","N17-N19","2015","2015","Female","F","White","2106-3","25-34 years","25-34",35,16343612,0.2
,"Renal failure","N17-N19","2015","2015","Female","F","White","2106-3","35-44 years","35-44",132,15394921,0.9
,"Renal failure","N17-N19","2015","2015","Female","F","White","2106-3","45-54 years","45-54",424,17173379,2.5
,"Renal failure","N17-N19","2015","2015","Female","F","White","2106-3","55-64 years","55-64",936,17126364,5.5
,"Renal failure","N17-N19","2015","2015","Female","F","White","2106-3","65-74 years","65-74",1526,12266953,12.4
,"Renal failure","N17-N19","2015","2015","Female","F","White","2106-3","75-84 years","75-84",2065,6733838,30.7
,"Renal failure","N17-N19","2015","2015","Female","F","White","2106-3","85+ years","85+",2366,3604246,65.6
,"Renal failure","N17-N19","2015","2015","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",14,275803,Unreliable
,"Renal failure","N17-N19","2015","2015","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",24,209714,11.4
,"Renal failure","N17-N19","2015","2015","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",32,108443,29.5
,"Renal failure","N17-N19","2015","2015","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",17,1248191,Unreliable
,"Renal failure","N17-N19","2015","2015","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",41,965484,4.2
,"Renal failure","N17-N19","2015","2015","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",72,586368,12.3
,"Renal failure","N17-N19","2015","2015","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",70,266500,26.3
,"Renal failure","N17-N19","2015","2015","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",89,86681,102.7
,"Renal failure","N17-N19","2015","2015","Male","M","Black or African American","2054-5","25-34 years","25-34",11,3224785,Unreliable
,"Renal failure","N17-N19","2015","2015","Male","M","Black or African American","2054-5","35-44 years","35-44",33,2690744,1.2
,"Renal failure","N17-N19","2015","2015","Male","M","Black or African American","2054-5","45-54 years","45-54",118,2673905,4.4
,"Renal failure","N17-N19","2015","2015","Male","M","Black or African American","2054-5","55-64 years","55-64",250,2230799,11.2
,"Renal failure","N17-N19","2015","2015","Male","M","Black or African American","2054-5","65-74 years","65-74",308,1164256,26.5
,"Renal failure","N17-N19","2015","2015","Male","M","Black or African American","2054-5","75-84 years","75-84",238,473171,50.3
,"Renal failure","N17-N19","2015","2015","Male","M","Black or African American","2054-5","85+ years","85+",149,142359,104.7
,"Renal failure","N17-N19","2015","2015","Male","M","White","2106-3","25-34 years","25-34",59,17051627,0.3
,"Renal failure","N17-N19","2015","2015","Male","M","White","2106-3","35-44 years","35-44",168,15715677,1.1
,"Renal failure","N17-N19","2015","2015","Male","M","White","2106-3","45-54 years","45-54",486,17100877,2.8
,"Renal failure","N17-N19","2015","2015","Male","M","White","2106-3","55-64 years","55-64",1285,16308750,7.9
,"Renal failure","N17-N19","2015","2015","Male","M","White","2106-3","65-74 years","65-74",1771,11033281,16.1
,"Renal failure","N17-N19","2015","2015","Male","M","White","2106-3","75-84 years","75-84",2121,5244077,40.4
,"Renal failure","N17-N19","2015","2015","Male","M","White","2106-3","85+ years","85+",1772,1933950,91.6
,"Renal failure","N17-N19","2016","2016","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",20,277646,7.2
,"Renal failure","N17-N19","2016","2016","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",23,235033,9.8
,"Renal failure","N17-N19","2016","2016","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",25,129801,19.3
,"Renal failure","N17-N19","2016","2016","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",12,55662,Unreliable
,"Renal failure","N17-N19","2016","2016","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",15,21195,Unreliable
,"Renal failure","N17-N19","2016","2016","Female","F","Asian or Pacific Islander","A-PI","45-54 years","45-54",13,1446459,Unreliable
,"Renal failure","N17-N19","2016","2016","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",38,1178042,3.2
,"Renal failure","N17-N19","2016","2016","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",43,764332,5.6
,"Renal failure","N17-N19","2016","2016","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",76,365597,20.8
,"Renal failure","N17-N19","2016","2016","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",76,159716,47.6
,"Renal failure","N17-N19","2016","2016","Female","F","Black or African American","2054-5","25-34 years","25-34",16,3466922,Unreliable
,"Renal failure","N17-N19","2016","2016","Female","F","Black or African American","2054-5","35-44 years","35-44",29,3017848,1.0
,"Renal failure","N17-N19","2016","2016","Female","F","Black or African American","2054-5","45-54 years","45-54",102,3018481,3.4
,"Renal failure","N17-N19","2016","2016","Female","F","Black or African American","2054-5","55-64 years","55-64",234,2712845,8.6
,"Renal failure","N17-N19","2016","2016","Female","F","Black or African American","2054-5","65-74 years","65-74",280,1626680,17.2
,"Renal failure","N17-N19","2016","2016","Female","F","Black or African American","2054-5","75-84 years","75-84",283,785828,36.0
,"Renal failure","N17-N19","2016","2016","Female","F","Black or African American","2054-5","85+ years","85+",272,346391,78.5
,"Renal failure","N17-N19","2016","2016","Female","F","White","2106-3","25-34 years","25-34",65,16465489,0.4
,"Renal failure","N17-N19","2016","2016","Female","F","White","2106-3","35-44 years","35-44",136,15304617,0.9
,"Renal failure","N17-N19","2016","2016","Female","F","White","2106-3","45-54 years","45-54",411,16937954,2.4
,"Renal failure","N17-N19","2016","2016","Female","F","White","2106-3","55-64 years","55-64",957,17338186,5.5
,"Renal failure","N17-N19","2016","2016","Female","F","White","2106-3","65-74 years","65-74",1510,12718408,11.9
,"Renal failure","N17-N19","2016","2016","Female","F","White","2106-3","75-84 years","75-84",2000,6849573,29.2
,"Renal failure","N17-N19","2016","2016","Female","F","White","2106-3","85+ years","85+",2150,3628186,59.3
,"Renal failure","N17-N19","2016","2016","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,277098,Unreliable
,"Renal failure","N17-N19","2016","2016","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",20,216738,9.2
,"Renal failure","N17-N19","2016","2016","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",16,114778,Unreliable
,"Renal failure","N17-N19","2016","2016","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",16,42459,Unreliable
,"Renal failure","N17-N19","2016","2016","Male","M","Asian or Pacific Islander","A-PI","35-44 years","35-44",10,1504147,Unreliable
,"Renal failure","N17-N19","2016","2016","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",23,1272640,1.8
,"Renal failure","N17-N19","2016","2016","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",41,985505,4.2
,"Renal failure","N17-N19","2016","2016","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",69,612074,11.3
,"Renal failure","N17-N19","2016","2016","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",80,280882,28.5
,"Renal failure","N17-N19","2016","2016","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",77,92994,82.8
,"Renal failure","N17-N19","2016","2016","Male","M","Black or African American","2054-5","25-34 years","25-34",17,3338882,Unreliable
,"Renal failure","N17-N19","2016","2016","Male","M","Black or African American","2054-5","35-44 years","35-44",28,2702577,1.0
,"Renal failure","N17-N19","2016","2016","Male","M","Black or African American","2054-5","45-54 years","45-54",112,2666665,4.2
,"Renal failure","N17-N19","2016","2016","Male","M","Black or African American","2054-5","55-64 years","55-64",270,2284809,11.8
,"Renal failure","N17-N19","2016","2016","Male","M","Black or African American","2054-5","65-74 years","65-74",304,1228135,24.8
,"Renal failure","N17-N19","2016","2016","Male","M","Black or African American","2054-5","75-84 years","75-84",233,490623,47.5
,"Renal failure","N17-N19","2016","2016","Male","M","Black or African American","2054-5","85+ years","85+",155,147306,105.2
,"Renal failure","N17-N19","2016","2016","Male","M","White","2106-3","25-34 years","25-34",55,17186128,0.3
,"Renal failure","N17-N19","2016","2016","Male","M","White","2106-3","35-44 years","35-44",214,15636470,1.4
,"Renal failure","N17-N19","2016","2016","Male","M","White","2106-3","45-54 years","45-54",543,16889736,3.2
,"Renal failure","N17-N19","2016","2016","Male","M","White","2106-3","55-64 years","55-64",1343,16511986,8.1
,"Renal failure","N17-N19","2016","2016","Male","M","White","2106-3","65-74 years","65-74",1861,11436122,16.3
,"Renal failure","N17-N19","2016","2016","Male","M","White","2106-3","75-84 years","75-84",2059,5362910,38.4
,"Renal failure","N17-N19","2016","2016","Male","M","White","2106-3","85+ years","85+",1724,1972484,87.4
,"Renal failure","N17-N19","2017","2017","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",19,277424,Unreliable
,"Renal failure","N17-N19","2017","2017","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",13,242608,Unreliable
,"Renal failure","N17-N19","2017","2017","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",26,137585,18.9
